Employee ID,Age,Attrition,Department,DistanceFromHome,Education,Education Text,EducationField,EnvironmentSatisfaction,EnvironmentSatisfaction Text,JobSatisfaction,JobSatisfaction Text,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,WorkLifeBalance Text,YearsAtCompany
1786,40,No,Research & Development,20,4,Master,Technical Degree,1,Low,4,Very High,Married,10322,4,3,Better,11
1787,27,No,Research & Development,8,5,Doctor,Life Sciences,1,Low,3,High,Married,4621,1,3,Better,3
1788,55,No,Research & Development,2,1,Below College,Life Sciences,4,Very High,2,Medium,Married,10976,3,3,Better,3
1789,28,No,Research & Development,10,3,Bachelor,Other,3,High,3,High,Single,3660,3,4,Best,8
1790,44,Yes,Human Resources,1,2,Some College,Medical,2,Medium,1,Low,Married,10482,9,3,Better,20
1791,33,No,Research & Development,5,3,Bachelor,Life Sciences,4,Very High,4,Very High,Divorced,7119,4,3,Better,3
1792,35,Yes,Sales,4,3,Bachelor,Technical Degree,4,Very High,1,Low,Single,9582,0,3,Better,8
1793,33,Yes,Research & Development,29,4,Master,Medical,1,Low,3,High,Single,4508,1,3,Better,13
1794,28,No,Research & Development,15,2,Some College,Life Sciences,1,Low,3,High,Divorced,2207,1,2,Good,4
1795,34,No,Research & Development,3,1,Below College,Life Sciences,1,Low,4,Very High,Single,7756,0,2,Good,6
1796,37,No,Sales,10,4,Master,Life Sciences,4,Very High,4,Very High,Divorced,6694,2,3,Better,1
1797,25,Yes,Research & Development,4,1,Below College,Technical Degree,4,Very High,4,Very High,Married,3691,1,4,Best,7
1798,26,Yes,Research & Development,21,3,Bachelor,Medical,1,Low,3,High,Divorced,2377,1,2,Good,1
1799,33,Yes,Research & Development,25,3,Bachelor,Medical,1,Low,2,Medium,Single,2313,4,3,Better,2
1800,42,No,Research & Development,2,2,Some College,Medical,4,Very High,1,Low,Married,17665,0,3,Better,22
1801,28,Yes,Research & Development,1,3,Bachelor,Medical,1,Low,2,Medium,Divorced,2596,1,3,Better,1
1802,50,Yes,Sales,1,4,Master,Other,4,Very High,3,High,Single,4728,3,3,Better,0
1803,33,No,Sales,7,3,Bachelor,Life Sciences,4,Very High,2,Medium,Married,4302,0,3,Better,3
1804,34,No,Research & Development,3,4,Master,Life Sciences,3,High,4,Very High,Married,2979,3,3,Better,0
1805,48,No,Research & Development,1,4,Master,Medical,1,Low,4,Very High,Single,16885,2,2,Good,5
1806,45,No,Sales,9,4,Master,Life Sciences,2,Medium,3,High,Married,5593,1,3,Better,15
1807,52,No,Research & Development,7,4,Master,Life Sciences,2,Medium,2,Medium,Single,10445,7,3,Better,8
1808,38,No,Sales,10,4,Master,Marketing,3,High,3,High,Divorced,8740,0,3,Better,8
1809,29,No,Research & Development,28,4,Master,Life Sciences,3,High,4,Very High,Divorced,2514,4,3,Better,7
1810,28,No,Research & Development,3,3,Bachelor,Medical,4,Very High,2,Medium,Divorced,7655,0,2,Good,9
1811,46,No,Sales,3,1,Below College,Marketing,1,Low,3,High,Married,17465,3,3,Better,12
1812,38,No,Sales,2,2,Some College,Marketing,4,Very High,2,Medium,Single,7351,7,3,Better,1
1813,43,No,Research & Development,27,3,Bachelor,Life Sciences,3,High,1,Low,Married,10820,8,3,Better,8
1814,39,Yes,Research & Development,2,3,Bachelor,Life Sciences,1,Low,4,Very High,Divorced,12169,7,3,Better,18
1815,40,No,Research & Development,14,3,Bachelor,Medical,3,High,3,High,Single,19626,1,4,Best,20
1816,21,No,Research & Development,1,1,Below College,Technical Degree,4,Very High,2,Medium,Single,2070,1,4,Best,2
1817,39,No,Research & Development,9,3,Bachelor,Life Sciences,3,High,2,Medium,Single,6782,9,2,Good,5
1818,36,No,Research & Development,18,4,Master,Life Sciences,1,Low,4,Very High,Single,7779,2,3,Better,11
1819,31,No,Sales,20,3,Bachelor,Life Sciences,3,High,4,Very High,Married,2791,0,3,Better,2
1820,28,No,Research & Development,2,1,Below College,Life Sciences,1,Low,2,Medium,Married,3201,0,1,Bad,5
1821,35,No,Sales,11,2,Some College,Marketing,4,Very High,4,Very High,Divorced,4968,1,3,Better,5
1822,49,No,Sales,8,4,Master,Technical Degree,4,Very High,2,Medium,Married,13120,6,3,Better,9
1823,34,No,Research & Development,2,2,Some College,Life Sciences,4,Very High,3,High,Single,4033,2,2,Good,3
1824,29,No,Research & Development,10,3,Bachelor,Life Sciences,4,Very High,2,Medium,Divorced,3291,0,2,Good,7
1825,42,No,Research & Development,29,3,Bachelor,Medical,2,Medium,4,Very High,Single,4272,4,3,Better,1
1826,29,No,Research & Development,8,1,Below College,Medical,2,Medium,4,Very High,Married,5056,1,2,Good,10
1827,38,No,Human Resources,1,3,Bachelor,Human Resources,3,High,3,High,Married,2844,1,4,Best,7
1828,28,No,Research & Development,6,3,Bachelor,Life Sciences,3,High,3,High,Divorced,2703,1,3,Better,3
1829,18,Yes,Research & Development,8,1,Below College,Medical,3,High,3,High,Single,1904,1,3,Better,0
1830,33,Yes,Sales,9,4,Master,Marketing,1,Low,1,Low,Single,8224,0,3,Better,5
1831,41,No,Research & Development,12,4,Master,Life Sciences,2,Medium,4,Very High,Married,4766,3,3,Better,1
1832,31,Yes,Research & Development,15,3,Bachelor,Medical,3,High,3,High,Married,2610,1,2,Good,2
1833,37,No,Research & Development,25,2,Some College,Medical,3,High,4,Very High,Divorced,5731,7,3,Better,6
1834,27,No,Research & Development,6,3,Bachelor,Life Sciences,4,Very High,3,High,Married,2539,1,3,Better,4
1835,34,No,Sales,9,1,Below College,Life Sciences,2,Medium,3,High,Married,5714,1,2,Good,6
1836,35,No,Human Resources,8,4,Master,Technical Degree,3,High,3,High,Single,4323,1,1,Bad,5
1837,29,Yes,Sales,23,1,Below College,Life Sciences,4,Very High,1,Low,Married,7336,1,1,Bad,11
1838,40,No,Research & Development,9,4,Master,Medical,2,Medium,3,High,Single,13499,9,2,Good,18
1839,42,Yes,Sales,12,3,Bachelor,Life Sciences,3,High,1,Low,Single,13758,0,2,Good,21
1840,42,No,Sales,4,4,Master,Marketing,2,Medium,1,Low,Single,5155,7,4,Best,6
1841,35,No,Research & Development,1,4,Master,Medical,4,Very High,3,High,Married,2258,6,3,Better,8
1842,24,No,Research & Development,24,3,Bachelor,Medical,4,Very High,2,Medium,Single,3597,8,3,Better,4
1843,28,Yes,Research & Development,12,1,Below College,Life Sciences,3,High,4,Very High,Married,2515,1,2,Good,1
1844,26,No,Research & Development,3,4,Master,Medical,1,Low,4,Very High,Married,4420,1,3,Better,8
1845,30,No,Sales,10,3,Bachelor,Marketing,3,High,3,High,Married,6578,1,3,Better,10
1846,40,No,Research & Development,26,2,Some College,Medical,3,High,4,Very High,Married,4422,3,1,Bad,1
1847,35,No,Research & Development,2,3,Bachelor,Life Sciences,3,High,2,Medium,Divorced,10274,2,4,Best,7
1848,34,No,Research & Development,1,3,Bachelor,Medical,4,Very High,1,Low,Single,5343,0,3,Better,13
1849,35,No,Research & Development,4,4,Master,Other,4,Very High,4,Very High,Married,2376,1,4,Best,2
1850,43,Yes,Sales,9,3,Bachelor,Marketing,1,Low,3,High,Single,5346,8,2,Good,4
1851,32,No,Sales,2,1,Below College,Life Sciences,3,High,1,Low,Divorced,2827,1,3,Better,1
1852,56,No,Research & Development,4,4,Master,Technical Degree,4,Very High,1,Low,Divorced,19943,4,3,Better,5
1853,29,No,Research & Development,6,1,Below College,Medical,2,Medium,4,Very High,Married,3131,1,3,Better,10
1854,19,No,Research & Development,9,2,Some College,Life Sciences,3,High,1,Low,Single,2552,1,3,Better,1
1855,45,No,Research & Development,7,3,Bachelor,Medical,1,Low,3,High,Married,4477,4,2,Good,3
1856,37,No,Research & Development,1,3,Bachelor,Life Sciences,4,Very High,4,Very High,Married,6474,1,2,Good,14
1857,20,No,Research & Development,3,3,Bachelor,Life Sciences,1,Low,3,High,Single,3033,1,2,Good,2
1858,44,Yes,Research & Development,10,4,Master,Life Sciences,3,High,3,High,Single,2936,1,3,Better,6
1859,53,No,Research & Development,7,2,Some College,Medical,4,Very High,3,High,Divorced,18606,3,3,Better,7
1860,29,No,Research & Development,15,1,Below College,Life Sciences,2,Medium,4,Very High,Married,2168,0,2,Good,5
1861,22,Yes,Research & Development,3,4,Master,Life Sciences,3,High,4,Very High,Married,2853,0,3,Better,0
1862,46,No,Sales,2,3,Bachelor,Marketing,3,High,1,Low,Married,17048,8,3,Better,26
1863,44,No,Research & Development,17,3,Bachelor,Life Sciences,4,Very High,3,High,Single,2290,2,3,Better,0
1864,33,No,Human Resources,2,3,Bachelor,Human Resources,2,Medium,3,High,Married,3600,1,3,Better,5
1865,41,Yes,Research & Development,5,2,Some College,Life Sciences,1,Low,1,Low,Divorced,2107,6,1,Bad,1
1866,30,No,Sales,29,4,Master,Life Sciences,3,High,1,Low,Divorced,4115,8,3,Better,4
1867,40,No,Sales,2,4,Master,Medical,2,Medium,2,Medium,Married,4327,5,3,Better,0
1868,50,No,Research & Development,2,3,Bachelor,Medical,4,Very High,1,Low,Married,17856,2,3,Better,2
1869,28,No,Research & Development,19,4,Master,Medical,4,Very High,1,Low,Married,3196,1,3,Better,6
1870,46,No,Research & Development,15,2,Some College,Life Sciences,4,Very High,2,Medium,Married,19081,5,3,Better,4
1871,35,No,Sales,17,4,Master,Life Sciences,3,High,1,Low,Married,8966,3,3,Better,7
1872,24,Yes,Research & Development,17,2,Some College,Life Sciences,4,Very High,2,Medium,Married,2210,1,1,Bad,1
1873,33,No,Sales,25,3,Bachelor,Medical,2,Medium,3,High,Married,4539,1,2,Good,10
1874,36,No,Research & Development,6,4,Master,Life Sciences,3,High,3,High,Divorced,2741,1,3,Better,7
1875,30,No,Research & Development,7,4,Master,Life Sciences,3,High,3,High,Divorced,3491,1,2,Good,10
1876,44,No,Research & Development,29,4,Master,Other,4,Very High,4,Very High,Single,4541,1,3,Better,20
1877,20,No,Sales,21,3,Bachelor,Marketing,3,High,4,Very High,Single,2678,1,3,Better,2
1878,46,No,Research & Development,2,4,Master,Technical Degree,4,Very High,4,Very High,Divorced,7379,2,2,Good,6
1879,42,No,Human Resources,2,5,Doctor,Medical,4,Very High,1,Low,Married,6272,7,4,Best,4
1880,60,No,Sales,7,4,Master,Marketing,2,Medium,4,Very High,Divorced,5220,0,3,Better,11
1881,32,No,Research & Development,13,3,Bachelor,Other,3,High,2,Medium,Married,2743,1,3,Better,2
1882,32,No,Research & Development,2,2,Some College,Life Sciences,4,Very High,3,High,Single,4998,4,3,Better,8
1883,36,No,Research & Development,1,3,Bachelor,Technical Degree,3,High,1,Low,Divorced,10252,2,3,Better,7
1884,33,No,Research & Development,9,3,Bachelor,Medical,1,Low,4,Very High,Married,2781,0,3,Better,14
1885,40,No,Sales,10,3,Bachelor,Technical Degree,2,Medium,2,Medium,Divorced,6852,7,4,Best,5
1886,25,No,Sales,10,4,Master,Life Sciences,3,High,4,Very High,Single,4950,0,3,Better,4
1887,30,No,Research & Development,1,3,Bachelor,Medical,4,Very High,2,Medium,Married,3579,0,3,Better,11
1888,42,No,Research & Development,26,5,Doctor,Medical,1,Low,1,Low,Married,13191,3,3,Better,1
1889,35,No,Sales,8,2,Some College,Marketing,3,High,4,Very High,Married,10377,4,2,Good,13
1890,27,No,Research & Development,14,3,Bachelor,Life Sciences,1,Low,1,Low,Married,2235,1,2,Good,9
1891,54,No,Research & Development,1,4,Master,Life Sciences,4,Very High,3,High,Divorced,10502,7,1,Bad,5
1892,44,No,Research & Development,2,1,Below College,Life Sciences,1,Low,4,Very High,Married,2011,1,3,Better,10
1893,19,Yes,Research & Development,10,3,Bachelor,Medical,1,Low,2,Medium,Single,1859,1,4,Best,1
1894,29,No,Research & Development,1,3,Bachelor,Life Sciences,1,Low,4,Very High,Divorced,3760,1,3,Better,3
1895,54,No,Research & Development,3,3,Bachelor,Life Sciences,4,Very High,4,Very High,Married,17779,3,3,Better,10
1896,31,No,Research & Development,11,2,Some College,Medical,3,High,1,Low,Married,6833,1,2,Good,6
1897,31,No,Research & Development,24,3,Bachelor,Medical,3,High,1,Low,Single,6812,1,3,Better,10
1898,59,No,Sales,3,3,Bachelor,Life Sciences,3,High,4,Very High,Single,5171,5,3,Better,6
1899,43,No,Research & Development,3,3,Bachelor,Life Sciences,3,High,4,Very High,Married,19740,3,3,Better,8
1900,49,No,Research & Development,4,2,Some College,Medical,1,Low,3,High,Married,18711,2,4,Best,1
1901,36,No,Research & Development,3,3,Bachelor,Technical Degree,3,High,2,Medium,Married,3692,1,2,Good,11
1902,48,No,Research & Development,2,2,Some College,Technical Degree,4,Very High,2,Medium,Single,2559,5,2,Good,1
1903,27,No,Research & Development,4,2,Some College,Life Sciences,1,Low,3,High,Divorced,2517,1,3,Better,5
1904,29,No,Research & Development,7,3,Bachelor,Life Sciences,3,High,4,Very High,Divorced,6623,1,3,Better,6
1905,48,No,Research & Development,1,3,Bachelor,Life Sciences,4,Very High,4,Very High,Single,18265,6,4,Best,1
1906,29,No,Research & Development,1,3,Bachelor,Life Sciences,4,Very High,4,Very High,Divorced,16124,3,2,Good,7
1907,34,No,Research & Development,20,3,Bachelor,Technical Degree,3,High,3,High,Married,2585,0,2,Good,1
1908,44,No,Sales,5,3,Bachelor,Marketing,2,Medium,2,Medium,Married,18213,7,3,Better,22
1909,33,No,Sales,10,5,Doctor,Marketing,4,Very High,3,High,Divorced,8380,0,3,Better,9
1910,19,No,Research & Development,25,3,Bachelor,Life Sciences,2,Medium,4,Very High,Single,2994,1,3,Better,1
1911,23,No,Research & Development,1,2,Some College,Life Sciences,4,Very High,3,High,Married,1223,1,3,Better,1
1912,25,Yes,Sales,24,1,Below College,Life Sciences,3,High,4,Very High,Single,1118,1,3,Better,1
1913,26,No,Research & Development,4,2,Some College,Life Sciences,3,High,4,Very High,Single,2875,1,2,Good,8
1914,45,Yes,Sales,2,3,Bachelor,Marketing,1,Low,2,Medium,Single,18824,2,3,Better,24
1915,55,No,Research & Development,8,1,Below College,Medical,4,Very High,2,Medium,Divorced,13577,1,3,Better,33
1916,21,Yes,Research & Development,10,2,Some College,Life Sciences,1,Low,3,High,Single,2625,1,1,Bad,2
1917,46,No,Sales,4,2,Some College,Marketing,4,Very High,2,Medium,Married,18789,2,3,Better,11
1918,34,No,Sales,2,3,Bachelor,Marketing,3,High,1,Low,Single,4538,0,3,Better,3
1919,51,No,Sales,9,3,Bachelor,Life Sciences,4,Very High,2,Medium,Divorced,19847,4,2,Good,29
1920,59,No,Research & Development,18,4,Master,Medical,4,Very High,4,Very High,Single,10512,6,2,Good,9
1921,34,No,Research & Development,19,3,Bachelor,Medical,3,High,2,Medium,Divorced,4444,4,4,Best,11
1922,28,No,Research & Development,1,4,Master,Medical,4,Very High,3,High,Single,2154,0,2,Good,4
1923,44,No,Research & Development,4,2,Some College,Life Sciences,3,High,1,Low,Divorced,19190,1,2,Good,25
1924,34,No,Human Resources,11,3,Bachelor,Life Sciences,3,High,2,Medium,Married,4490,4,4,Best,10
1925,35,No,Research & Development,6,1,Below College,Life Sciences,3,High,3,High,Married,3506,0,3,Better,3
1926,42,No,Research & Development,7,4,Master,Medical,2,Medium,2,Medium,Married,2372,6,3,Better,1
1927,43,No,Sales,4,4,Master,Marketing,4,Very High,4,Very High,Single,10231,3,4,Best,21
1928,36,No,Research & Development,2,4,Master,Life Sciences,3,High,2,Medium,Single,5410,9,3,Better,16
1929,44,Yes,Research & Development,15,3,Bachelor,Medical,1,Low,4,Very High,Married,7978,1,3,Better,10
1930,28,No,Research & Development,2,3,Bachelor,Life Sciences,4,Very High,4,Very High,Married,3867,1,3,Better,2
1931,51,No,Research & Development,6,2,Some College,Medical,2,Medium,3,High,Single,2838,0,2,Good,7
1932,30,No,Research & Development,9,2,Some College,Medical,3,High,3,High,Single,4695,7,3,Better,8
1933,29,Yes,Research & Development,7,3,Bachelor,Technical Degree,2,Medium,3,High,Divorced,3339,3,3,Better,7
1934,28,No,Research & Development,1,3,Bachelor,Technical Degree,4,Very High,1,Low,Single,2080,2,2,Good,3
1935,25,No,Research & Development,1,3,Bachelor,Medical,4,Very High,2,Medium,Single,2096,1,2,Good,2
1936,32,No,Sales,8,3,Bachelor,Medical,3,High,4,Very High,Married,6209,1,4,Best,10
1937,45,No,Research & Development,25,3,Bachelor,Medical,2,Medium,2,Medium,Single,18061,3,3,Better,0
1938,39,No,Research & Development,13,4,Master,Medical,3,High,2,Medium,Divorced,17123,6,3,Better,19
1939,58,No,Research & Development,23,4,Master,Life Sciences,1,Low,3,High,Divorced,2372,1,3,Better,2
1940,32,Yes,Research & Development,7,2,Some College,Life Sciences,4,Very High,3,High,Married,4883,1,3,Better,10
1941,39,Yes,Research & Development,23,3,Bachelor,Medical,3,High,1,Low,Single,3904,0,3,Better,5
1942,30,No,Research & Development,6,3,Bachelor,Technical Degree,1,Low,4,Very High,Married,4627,0,3,Better,9
1943,36,No,Research & Development,10,4,Master,Technical Degree,4,Very High,3,High,Married,7094,3,3,Better,7
1944,46,No,Human Resources,1,2,Some College,Life Sciences,4,Very High,1,Low,Single,3423,6,4,Best,7
1945,28,No,Research & Development,1,3,Bachelor,Life Sciences,3,High,4,Very High,Married,6674,0,3,Better,9
1946,50,No,Research & Development,28,3,Bachelor,Life Sciences,4,Very High,1,Low,Married,16880,4,3,Better,3
1947,40,Yes,Sales,25,4,Master,Marketing,4,Very High,2,Medium,Single,9094,2,3,Better,5
1948,52,Yes,Sales,5,3,Bachelor,Life Sciences,2,Medium,2,Medium,Single,8446,9,2,Good,8
1949,30,No,Research & Development,17,4,Master,Medical,2,Medium,1,Low,Married,11916,1,3,Better,9
1950,39,No,Research & Development,18,2,Some College,Life Sciences,1,Low,3,High,Single,4534,0,3,Better,8
1951,31,No,Sales,2,4,Master,Life Sciences,4,Very High,3,High,Divorced,9852,1,2,Good,10
1952,41,No,Sales,10,2,Some College,Medical,3,High,2,Medium,Single,6151,1,3,Better,19
1953,31,Yes,Sales,1,3,Bachelor,Life Sciences,4,Very High,2,Medium,Single,2302,1,4,Best,3
1954,44,Yes,Research & Development,3,3,Bachelor,Life Sciences,1,Low,1,Low,Married,2362,4,4,Best,3
1955,42,No,Research & Development,2,1,Below College,Life Sciences,3,High,3,High,Married,17861,0,2,Good,20
1956,55,No,Research & Development,2,2,Some College,Medical,4,Very High,3,High,Married,19187,4,3,Better,19
1957,56,No,Human Resources,8,4,Master,Life Sciences,4,Very High,2,Medium,Single,19717,6,3,Better,7
1958,40,No,Research & Development,16,2,Some College,Life Sciences,3,High,3,High,Divorced,3544,9,3,Better,4
1959,34,No,Research & Development,9,3,Bachelor,Life Sciences,4,Very High,4,Very High,Divorced,8500,0,2,Good,9
1960,40,No,Research & Development,2,3,Bachelor,Life Sciences,3,High,4,Very High,Single,4661,1,3,Better,9
1961,41,No,Sales,1,3,Bachelor,Marketing,3,High,1,Low,Divorced,4103,0,3,Better,9
1962,35,No,Research & Development,4,4,Master,Life Sciences,3,High,3,High,Single,4249,1,3,Better,9
1963,51,No,Human Resources,5,3,Bachelor,Life Sciences,3,High,2,Medium,Divorced,14026,1,3,Better,33
1964,38,No,Sales,2,2,Some College,Life Sciences,2,Medium,1,Low,Divorced,6893,3,3,Better,7
1965,34,No,Sales,15,2,Some College,Medical,3,High,1,Low,Single,6125,1,4,Best,10
1966,25,No,Research & Development,19,1,Below College,Medical,4,Very High,4,Very High,Married,3669,3,2,Good,3
1967,58,Yes,Research & Development,7,4,Master,Medical,3,High,1,Low,Married,10008,7,2,Good,10
1968,40,No,Research & Development,1,4,Master,Life Sciences,2,Medium,2,Medium,Married,2387,3,3,Better,4
1969,36,No,Sales,7,3,Bachelor,Marketing,1,Low,1,Low,Married,4639,2,2,Good,15
1970,48,No,Research & Development,4,3,Bachelor,Life Sciences,4,Very High,4,Very High,Single,7898,1,3,Better,10
1971,27,No,Sales,11,3,Bachelor,Medical,3,High,4,Very High,Married,2534,8,3,Better,1
1972,51,No,Research & Development,11,2,Some College,Technical Degree,4,Very High,2,Medium,Single,13142,3,2,Good,5
1973,18,No,Research & Development,1,3,Bachelor,Life Sciences,4,Very High,4,Very High,Single,1611,1,4,Best,0
1974,35,No,Research & Development,1,3,Bachelor,Medical,4,Very High,4,Very High,Married,5363,0,3,Better,9
1975,27,No,Sales,2,1,Below College,Life Sciences,4,Very High,4,Very High,Single,5071,3,3,Better,6
1976,55,Yes,Sales,13,4,Master,Marketing,1,Low,3,High,Single,13695,6,2,Good,19
1977,56,No,Research & Development,23,3,Bachelor,Life Sciences,4,Very High,2,Medium,Married,13402,4,3,Better,19
1978,34,No,Research & Development,26,1,Below College,Technical Degree,1,Low,3,High,Divorced,2029,1,3,Better,5
1979,40,No,Research & Development,2,1,Below College,Medical,2,Medium,3,High,Divorced,6377,5,3,Better,12
1980,34,No,Research & Development,29,3,Bachelor,Medical,2,Medium,3,High,Married,5429,4,3,Better,8
1981,31,Yes,Sales,2,3,Bachelor,Life Sciences,3,High,4,Very High,Single,2785,7,4,Best,1
1982,35,Yes,Sales,18,4,Master,Marketing,4,Very High,3,High,Married,4614,0,2,Good,4
1983,38,No,Research & Development,7,3,Bachelor,Life Sciences,4,Very High,3,High,Divorced,2610,1,3,Better,4
1984,34,No,Research & Development,2,4,Master,Technical Degree,3,High,4,Very High,Single,6687,1,4,Best,14
1985,28,No,Sales,26,3,Bachelor,Life Sciences,3,High,1,Low,Married,4724,1,3,Better,5
1986,31,Yes,Research & Development,22,4,Master,Medical,4,Very High,3,High,Married,6179,1,2,Good,10
1987,39,No,Sales,21,4,Master,Life Sciences,1,Low,4,Very High,Married,6120,3,4,Best,5
1988,51,No,Sales,2,3,Bachelor,Marketing,2,Medium,2,Medium,Married,10596,2,3,Better,4
1989,41,No,Research & Development,22,3,Bachelor,Life Sciences,4,Very High,4,Very High,Divorced,5467,3,2,Good,6
1990,37,No,Research & Development,4,1,Below College,Life Sciences,3,High,3,High,Married,2996,7,3,Better,6
1991,33,No,Sales,5,1,Below College,Life Sciences,2,Medium,4,Very High,Married,9998,6,4,Best,5
1992,32,No,Sales,2,1,Below College,Marketing,3,High,2,Medium,Married,4078,0,2,Good,3
1993,39,No,Research & Development,25,2,Some College,Life Sciences,3,High,3,High,Married,10920,3,3,Better,6
1994,25,No,Sales,18,1,Below College,Life Sciences,1,Low,3,High,Married,6232,2,2,Good,3
1995,52,No,Research & Development,28,2,Some College,Medical,4,Very High,3,High,Married,13247,2,2,Good,5
1996,43,No,Research & Development,6,3,Bachelor,Medical,1,Low,3,High,Single,4081,1,1,Bad,20
1997,27,No,Sales,10,3,Bachelor,Marketing,4,Very High,4,Very High,Married,5769,1,3,Better,6
1998,27,Yes,Research & Development,17,4,Master,Life Sciences,4,Very High,3,High,Single,2394,1,3,Better,8
1999,26,No,Research & Development,2,1,Below College,Medical,1,Low,4,Very High,Single,3904,0,3,Better,4
2000,42,No,Human Resources,10,3,Bachelor,Human Resources,3,High,1,Low,Married,16799,0,3,Better,20
2001,52,No,Research & Development,8,4,Master,Other,3,High,1,Low,Married,2950,9,1,Bad,5
2002,37,No,Research & Development,11,3,Bachelor,Medical,1,Low,3,High,Single,3629,4,3,Better,3
2003,35,No,Research & Development,18,2,Some College,Life Sciences,3,High,4,Very High,Single,9362,2,3,Better,2
2004,25,No,Research & Development,1,3,Bachelor,Technical Degree,1,Low,4,Very High,Married,3229,4,2,Good,3
2005,26,No,Research & Development,7,3,Bachelor,Other,3,High,1,Low,Single,3578,0,3,Better,7
2006,29,No,Human Resources,17,3,Bachelor,Other,2,Medium,1,Low,Single,7988,1,2,Good,10
2007,49,Yes,Research & Development,28,2,Some College,Life Sciences,1,Low,1,Low,Single,4284,3,3,Better,4
2008,29,Yes,Research & Development,14,1,Below College,Other,3,High,4,Very High,Single,7553,0,3,Better,8
2009,54,No,Research & Development,1,3,Bachelor,Medical,4,Very High,4,Very High,Single,17328,6,2,Good,20
2010,58,No,Research & Development,1,3,Bachelor,Medical,4,Very High,1,Low,Married,19701,3,3,Better,9
2011,55,No,Research & Development,1,4,Master,Medical,2,Medium,4,Very High,Divorced,14732,2,4,Best,7
2012,36,No,Sales,3,4,Master,Marketing,1,Low,2,Medium,Single,9278,3,3,Better,5
2013,31,Yes,Sales,1,4,Master,Life Sciences,2,Medium,3,High,Single,1359,1,3,Better,1
2014,30,No,Sales,7,4,Master,Marketing,4,Very High,1,Low,Divorced,4779,7,3,Better,3
2015,31,No,Research & Development,8,5,Doctor,Life Sciences,1,Low,2,Medium,Single,16422,3,4,Best,3
2016,34,No,Research & Development,1,4,Master,Other,4,Very High,1,Low,Divorced,2996,5,3,Better,4
2017,31,Yes,Research & Development,8,3,Bachelor,Life Sciences,1,Low,2,Medium,Single,1261,1,4,Best,1
2018,27,No,Research & Development,11,1,Below College,Life Sciences,2,Medium,1,Low,Married,2099,0,4,Best,5
2019,36,No,Research & Development,4,4,Master,Life Sciences,1,Low,4,Very High,Single,5810,1,2,Good,10
2020,36,No,Sales,16,4,Master,Marketing,3,High,1,Low,Married,5647,4,2,Good,3
2021,47,No,Research & Development,1,3,Bachelor,Technical Degree,1,Low,4,Very High,Married,3420,7,2,Good,6
2022,25,Yes,Sales,9,2,Some College,Life Sciences,1,Low,1,Low,Married,4400,3,3,Better,3
2023,37,No,Research & Development,5,2,Some College,Technical Degree,3,High,3,High,Single,3500,0,1,Bad,6
2024,56,No,Research & Development,1,2,Some College,Life Sciences,1,Low,1,Low,Married,2066,2,4,Best,3
2025,47,No,Research & Development,2,4,Master,Medical,1,Low,3,High,Married,17169,3,4,Best,20
2026,24,No,Sales,4,1,Below College,Medical,4,Very High,3,High,Married,4162,1,3,Better,5
2027,32,No,Sales,7,5,Doctor,Marketing,4,Very High,4,Very High,Married,9204,4,2,Good,4
2028,34,No,Research & Development,1,3,Bachelor,Life Sciences,4,Very High,2,Medium,Married,3294,5,2,Good,5
2029,41,No,Research & Development,5,5,Doctor,Medical,2,Medium,3,High,Married,2127,2,2,Good,4
2030,40,No,Research & Development,9,4,Master,Other,3,High,3,High,Divorced,3975,3,4,Best,8
2031,31,No,Sales,8,2,Some College,Life Sciences,1,Low,4,Very High,Divorced,10793,1,3,Better,13
2032,46,Yes,Sales,9,3,Bachelor,Marketing,1,Low,4,Very High,Divorced,10096,4,4,Best,7
2033,39,Yes,Research & Development,2,3,Bachelor,Life Sciences,1,Low,1,Low,Single,3646,2,4,Best,1
2034,31,Yes,Research & Development,1,5,Doctor,Life Sciences,3,High,2,Medium,Single,7446,1,3,Better,10
2035,45,No,Research & Development,20,3,Bachelor,Medical,2,Medium,1,Low,Divorced,10851,2,3,Better,7
2036,31,No,Human Resources,8,2,Some College,Medical,4,Very High,2,Medium,Single,2109,9,3,Better,3
2037,31,Yes,Research & Development,2,3,Bachelor,Life Sciences,2,Medium,4,Very High,Married,3722,6,1,Bad,2
2038,45,No,Research & Development,29,3,Bachelor,Technical Degree,2,Medium,4,Very High,Married,9380,4,4,Best,3
2039,48,No,Sales,7,3,Bachelor,Marketing,3,High,1,Low,Divorced,5486,4,3,Better,2
2040,34,Yes,Human Resources,9,4,Master,Technical Degree,1,Low,3,High,Married,2742,1,3,Better,2
2041,40,No,Research & Development,8,1,Below College,Medical,4,Very High,2,Medium,Divorced,13757,2,3,Better,9
2042,28,No,Sales,5,3,Bachelor,Medical,4,Very High,1,Low,Single,8463,0,3,Better,5
2043,44,No,Research & Development,5,3,Bachelor,Life Sciences,3,High,3,High,Single,3162,3,3,Better,5
2044,53,No,Research & Development,2,3,Bachelor,Medical,4,Very High,2,Medium,Single,16598,4,2,Good,9
2045,49,No,Research & Development,5,4,Master,Technical Degree,1,Low,3,High,Married,6651,2,2,Good,3
2046,40,No,Research & Development,2,3,Bachelor,Medical,3,High,3,High,Divorced,2345,2,4,Best,3
